6768df4620 10year_startup_tip_1000
3b26861531 game_announcement_onstartmessage1map1
796d67cdfc game_announcement_onstartmessage1map10
0514f00af6 game_announcement_onstartmessage1map11
38107c8d91 game_announcement_onstartmessage1map13
515a00c2c0 game_announcement_onstartmessage1map16
68b8292cc0 game_announcement_onstartmessage1map2
4264cdbe75 game_announcement_onstartmessage1map20
58098c5972 game_announcement_onstartmessage1map21
2482f5f431 game_announcement_onstartmessage1map3
398215ad0a game_announcement_onstartmessage1map4
499cef72f7 game_announcement_onstartmessage1map6
2bab980405 game_announcement_onstartmessage1map7
58c58ea926 game_announcement_onstartmessage1map8
2161b7dbaa game_announcement_onstartmessage1map90
7a8a5edd11 game_announcement_onstartmessage2
28df221eff game_announcement_onstartmessage2map1
39bb3b9ad5 game_announcement_onstartmessage2map10
5b2fa6245f game_announcement_onstartmessage2map11
456af0b9ca game_announcement_onstartmessage2map12
15cabff401 game_announcement_onstartmessage2map13
20edb78c16 game_announcement_onstartmessage2map14
784dbbb504 game_announcement_onstartmessage2map16
512b838df2 game_announcement_onstartmessage2map2
1ae895a5b6 game_announcement_onstartmessage2map20
3009881caa game_announcement_onstartmessage2map21
36ddde1fa3 game_announcement_onstartmessage2map3
1399ad99db game_announcement_onstartmessage2map4
6ec9224765 game_announcement_onstartmessage2map6
59faac55ac game_announcement_onstartmessage2map7
72e0f402c1 game_announcement_onstartmessage2map8
4e2b1d2a7b game_announcement_onstartmessage2map90
06b1cf9dde game_announcement_onstartmessage3map10
678a4ee76a game_announcement_onstartmessage3map16
24af121821 game_announcement_onstartmessage3map21
4dfc73ad4f game_announcement_onstartmessage3map3
50d88382b8 game_announcement_onstartmessage3map8
4e69c09f02 game_announcement_onstartmessage4map10
5139d5fd88 game_announcement_onstartmessage4map16
78ad92aee8 game_announcement_onstartmessage4map21
7aa6fe2650 game_announcement_onstartmessagekingporo
719f26f32b game_announcement_onstealairdragon_blue
57bbf4fd09 game_announcement_onstealairdragon_blue_chat
045b7529e2 game_announcement_onstealairdragon_enemyteam
3a0e3f5583 game_announcement_onstealairdragon_enemyteam_chat
2d7230a9ff game_announcement_onstealairdragon_purple
3b64d2279f game_announcement_onstealairdragon_purple_chat
471313d317 game_announcement_onstealairdragon_red
67700d551c game_announcement_onstealairdragon_red_chat
6fd93c43e5 game_announcement_onstealairdragon_yourteam
3f126ac5b1 game_announcement_onstealairdragon_yourteam_chat
2d4052a41e game_announcement_onstealearthdragon_blue
6c328f8b2c game_announcement_onstealearthdragon_blue_chat
1edb25146a game_announcement_onstealearthdragon_enemyteam
709f1b57a3 game_announcement_onstealearthdragon_enemyteam_chat
364131fba4 game_announcement_onstealearthdragon_purple
1dd9c29756 game_announcement_onstealearthdragon_purple_chat
689fdd0f91 game_announcement_onstealearthdragon_red
58facef4cd game_announcement_onstealearthdragon_red_chat
789e15dbb6 game_announcement_onstealearthdragon_yourteam
6d9aa68f17 game_announcement_onstealearthdragon_yourteam_chat
33beadbfe4 game_announcement_onstealelderdragon_blue
13bf9b8ecd game_announcement_onstealelderdragon_blue_chat
16087939d5 game_announcement_onstealelderdragon_enemyteam
1dcc1429b6 game_announcement_onstealelderdragon_enemyteam_chat
78a2fa49d0 game_announcement_onstealelderdragon_purple
39ff568b3e game_announcement_onstealelderdragon_purple_chat
35a3d9ba71 game_announcement_onstealelderdragon_red
6a2d6234d3 game_announcement_onstealelderdragon_red_chat
527494db75 game_announcement_onstealelderdragon_yourteam
6e4ab2d84e game_announcement_onstealelderdragon_yourteam_chat
6704e33ae2 game_announcement_onstealfiredragon_blue
2dead7cae4 game_announcement_onstealfiredragon_blue_chat
79186a0b21 game_announcement_onstealfiredragon_enemyteam
2b9828559c game_announcement_onstealfiredragon_enemyteam_chat
02857cbbc4 game_announcement_onstealfiredragon_purple
5d8c8b3ebb game_announcement_onstealfiredragon_purple_chat
0d4ab8e7e9 game_announcement_onstealfiredragon_red
08aeaba294 game_announcement_onstealfiredragon_red_chat
28d234da89 game_announcement_onstealfiredragon_yourteam
16db607167 game_announcement_onstealfiredragon_yourteam_chat
31e59e7299 game_announcement_onstealriftherald_blue
4dccf39476 game_announcement_onstealriftherald_blue_chat
30a46a472c game_announcement_onstealriftherald_enemyteam
413c869977 game_announcement_onstealriftherald_enemyteam_chat
7a1d950974 game_announcement_onstealriftherald_purple
76e874cfb3 game_announcement_onstealriftherald_purple_chat
19ddc057d5 game_announcement_onstealriftherald_red
6324d48fe1 game_announcement_onstealriftherald_red_chat
330ef69d43 game_announcement_onstealriftherald_yourteam
0459f022dd game_announcement_onstealriftherald_yourteam_chat
53233aaee8 game_announcement_onstealwaterdragon_blue
4bdbaa8d03 game_announcement_onstealwaterdragon_blue_chat
38340cc71c game_announcement_onstealwaterdragon_enemyteam
27afe5fb73 game_announcement_onstealwaterdragon_enemyteam_chat
0eb823bb9a game_announcement_onstealwaterdragon_purple
40033b6d90 game_announcement_onstealwaterdragon_purple_chat
7d42e2fa4a game_announcement_onstealwaterdragon_red
50d40913bc game_announcement_onstealwaterdragon_red_chat
536387f77f game_announcement_onstealwaterdragon_yourteam
0a733fbb4c game_announcement_onstealwaterdragon_yourteam_chat
48f9743892 game_announcement_onstealworm_blue
6bd57416a3 game_announcement_onstealworm_blue_chat
491393781e game_announcement_onstealworm_enemyteam
2dc016f820 game_announcement_onstealworm_enemyteam_chat
0670d0b4f6 game_announcement_onstealworm_purple
68bf6fafdb game_announcement_onstealworm_purple_chat
395ae04c73 game_announcement_onstealworm_red
052fee0f3f game_announcement_onstealworm_red_chat
1481b89062 game_announcement_onstealworm_yourteam
463485870d game_announcement_onstealworm_yourteam_chat
483c18822d game_announcement_onsummonriftherald_blue
74f4710d4b game_announcement_onsummonriftherald_enemyteam
68fadb11df game_announcement_onsummonriftherald_purple
1d16fd6ce9 game_announcement_onsummonriftherald_red
16a2c8dcaf game_announcement_onsummonriftherald_yourteam
4fa20789d7 game_announcement_onsupermonsterkill
6aa732b15b game_announcement_onsurrenderagreed_blue
00cc0cf683 game_announcement_onsurrenderagreed_enemyteam
4514f310ba game_announcement_onsurrenderagreed_purple
331e5ca875 game_announcement_onsurrenderagreed_red
4c3f8356ee game_announcement_onsurrenderagreed_yourteam
7c80f434ae game_announcement_onsurrendercountdown
0984b01705 game_announcement_onsurrenderearlyaccomplice
7da5101e5f game_announcement_onsurrenderearlyallowed
6da7e32bc3 game_announcement_onsurrenderearlyfailed_blue
7e78e1c812 game_announcement_onsurrenderearlyfailed_enemyteam
2525a51a25 game_announcement_onsurrenderearlyfailed_purple
1a52681ef5 game_announcement_onsurrenderearlyfailed_red
08943781da game_announcement_onsurrenderearlyfailed_yourteam
063a7f48cb game_announcement_onsurrenderearlyfaileddisabled
0ca6c7b9cb game_announcement_onsurrenderearlyfailedneveravailable
21f0e8e75b game_announcement_onsurrenderearlyfailednolongeravailable
321454092b game_announcement_onsurrenderearlyover
2c81e7a5b9 game_announcement_onsurrenderearlytooearly
4404f875e7 game_announcement_onsurrenderfailedvotes_blue
0f69adda40 game_announcement_onsurrenderfailedvotes_enemyteam
6c32ac7831 game_announcement_onsurrenderfailedvotes_purple
07ef4b5cb4 game_announcement_onsurrenderfailedvotes_red
71e5e3f472 game_announcement_onsurrenderfailedvotes_yourteam
3faa336bab game_announcement_onsurrenderspam
6ffe080d17 game_announcement_onsurrendertooearly
40ee1c96dd game_announcement_onsurrendervote
6a0538b736 game_announcement_onsurrendervotealready
091cd73615 game_announcement_onsurrendervotestart
45385010ff game_announcement_onturretbottomdie_enemyteam
0285904710 game_announcement_onturretbottomdie_enemyteam_minion
446ff7708c game_announcement_onturretbottomdie_yourteam
2cf5b8b7d0 game_announcement_onturretbottomdie_yourteam_minion
1f6510d93d game_announcement_onturretbottomunderattack_yourteam
7c958f7f3e game_announcement_onturretbottomunderattack_yourteam_minion
4f30997568 game_announcement_onturretdie_blue
585b85ef62 game_announcement_onturretdie_blue_minion
64f4f20c7e game_announcement_onturretdie_blue_turret
0579b4e80a game_announcement_onturretdie_enemyteam
32a729c036 game_announcement_onturretdie_enemyteam_minion
60a901581b game_announcement_onturretdie_enemyteam_turret
7f2c2ddcdf game_announcement_onturretdie_purple
53267d0d05 game_announcement_onturretdie_purple_minion
408a9c26f7 game_announcement_onturretdie_purple_turret
6ea052b1fe game_announcement_onturretdie_red
6c97c900eb game_announcement_onturretdie_red_minion
7f21dabbd3 game_announcement_onturretdie_red_turret
6eaadaedd5 game_announcement_onturretdie_yourteam
0117df0e8d game_announcement_onturretdie_yourteam_minion
6ce510d8c0 game_announcement_onturretdie_yourteam_turret
6e4f678d54 game_announcement_onturretfirstblood_blue
08c2a41178 game_announcement_onturretfirstblood_blue_minion
75bc50b5a4 game_announcement_onturretfirstblood_blue_turret
10983476c5 game_announcement_onturretfirstblood_enemyteam
6a5746f924 game_announcement_onturretfirstblood_enemyteam_minion
03cb0e620c game_announcement_onturretfirstblood_enemyteam_turret
3068355969 game_announcement_onturretfirstblood_purple
3b25cbb019 game_announcement_onturretfirstblood_purple_minion
4f878d8e63 game_announcement_onturretfirstblood_purple_turret
4776a615e3 game_announcement_onturretfirstblood_red
082b4785d0 game_announcement_onturretfirstblood_red_minion
76bc3dc511 game_announcement_onturretfirstblood_red_turret
102f8f43c9 game_announcement_onturretfirstblood_yourteam
6e4bebc8b0 game_announcement_onturretfirstblood_yourteam_minion
5ba692f498 game_announcement_onturretfirstblood_yourteam_turret
75d71b5840 game_announcement_onturretkillvictorythreshold1_blue
77a90c3080 game_announcement_onturretkillvictorythreshold1_enemyteam
05d26ba697 game_announcement_onturretkillvictorythreshold1_red
73523d8c30 game_announcement_onturretkillvictorythreshold1_yourteam
68bc89034c game_announcement_onturretkillvictorythreshold2_blue
311ef051fe game_announcement_onturretkillvictorythreshold2_enemyteam
45dd6f1cd7 game_announcement_onturretkillvictorythreshold2_red
77880f0460 game_announcement_onturretkillvictorythreshold2_yourteam
0978bc567b game_announcement_onturretmiddledie_enemyteam
73236495c8 game_announcement_onturretmiddledie_enemyteam_minion
5528e87e43 game_announcement_onturretmiddledie_yourteam
15ba98ba08 game_announcement_onturretmiddledie_yourteam_minion
6819e87249 game_announcement_onturretmiddleunderattack_yourteam
1bd78d6c33 game_announcement_onturretmiddleunderattack_yourteam_minion
0143ba2271 game_announcement_onturretnexusdie_enemyteam
49daa38d35 game_announcement_onturretnexusdie_enemyteam_minion
601466c8d3 game_announcement_onturretnexusdie_yourteam
06446ac388 game_announcement_onturretnexusdie_yourteam_minion
06ca244f65 game_announcement_onturretnexusunderattack_yourteam
1c154c03f8 game_announcement_onturretnexusunderattack_yourteam_minion
3af810fb18 game_announcement_onturrettopdie_enemyteam
1f9d1434ef game_announcement_onturrettopdie_enemyteam_minion
1c8d12b1f6 game_announcement_onturrettopdie_yourteam
64e5b11a8a game_announcement_onturrettopdie_yourteam_minion
66f9dcec5b game_announcement_onturrettopunderattack_yourteam
1070646f81 game_announcement_onturrettopunderattack_yourteam_minion
47c6baaf87 game_announcement_onunanimoussurrenderfailedvotes_blue
57de254ab9 game_announcement_onunanimoussurrenderfailedvotes_red
7fd361abac game_announcement_onunanimoussurrenderfailedvotes_yourteam
5a38303c1f game_announcement_onunanimoussurrendervotestart
71b08b09fa game_announcement_onunlockaltar_chat
37dbaf3dd4 game_announcement_onvictorypointthreshold1_blue
2a25b2db9e game_announcement_onvictorypointthreshold1_enemyteam
57144dc56c game_announcement_onvictorypointthreshold1_purple
5409ef352e game_announcement_onvictorypointthreshold1_red
376094a055 game_announcement_onvictorypointthreshold1_yourteam
669a07b9d1 game_announcement_onvictorypointthreshold2_blue
2549d6a4e8 game_announcement_onvictorypointthreshold2_enemyteam
6a3bebfdda game_announcement_onvictorypointthreshold2_purple
5311dea4cb game_announcement_onvictorypointthreshold2_red
3f63363800 game_announcement_onvictorypointthreshold2_yourteam
59a18e78d7 game_announcement_onvictorypointthreshold3_blue
24b0d1a617 game_announcement_onvictorypointthreshold3_enemyteam
1adc21bcab game_announcement_onvictorypointthreshold3_purple
5c701e813d game_announcement_onvictorypointthreshold3_red
4d4fff9312 game_announcement_onvictorypointthreshold3_yourteam
70c2cbcd9d game_announcement_onvictorypointthreshold4_blue
0b1e923324 game_announcement_onvictorypointthreshold4_enemyteam
3bdfab42c8 game_announcement_onvictorypointthreshold4_purple
4cfc5197e3 game_announcement_onvictorypointthreshold4_red
2cdbef3844 game_announcement_onvictorypointthreshold4_yourteam
30fd6b8f17 game_announcement_projectmode17_allenemiesdisconnected
555f151e22 game_announcement_projectmode17_evicting
69961f04cc game_announcement_projectmode17_gamestart
0cefcb8fff game_announcement_projectmode17_gamestart_soon
12c50f4695 game_announcement_projectmode17_overchargeace_blue
497e650357 game_announcement_projectmode17_overchargeace_enemyteam
263316c45f game_announcement_projectmode17_overchargeace_red
3920f08985 game_announcement_projectmode17_overchargeace_yourteam
6f5254bae1 game_announcement_projectmode17_overchargeended_blue
1833d9a220 game_announcement_projectmode17_overchargeended_blue_chat
7deb77b261 game_announcement_projectmode17_overchargeended_enemyteam
7ffa26fa58 game_announcement_projectmode17_overchargeended_enemyteam_chat
72f04bf3ac game_announcement_projectmode17_overchargeended_red
162b4d0846 game_announcement_projectmode17_overchargeended_red_chat
5d3fe4672b game_announcement_projectmode17_overchargeended_yourteam
44bf95d035 game_announcement_projectmode17_overchargeended_yourteam_chat
5b010c128d game_announcement_projectmode17_overchargeendingsoon
1c5afff761 game_announcement_projectmode17_overchargeendingsoon_chat
3c306d50ba game_announcement_projectmode17_overchargekill_blue
07f88fad49 game_announcement_projectmode17_overchargekill_enemyteam
36eb9cd971 game_announcement_projectmode17_overchargekill_red
55da901366 game_announcement_projectmode17_overchargekill_yourteam
40150b12c4 game_announcement_projectmode17_overchargestarted_blue
4bbdb88fa6 game_announcement_projectmode17_overchargestarted_blue_chat
27b10ed9b5 game_announcement_projectmode17_overchargestarted_enemyteam
389639d9e4 game_announcement_projectmode17_overchargestarted_enemyteam_chat
4ea670d8f3 game_announcement_projectmode17_overchargestarted_red
1ad7c224a3 game_announcement_projectmode17_overchargestarted_red_chat
2ea30ee326 game_announcement_projectmode17_overchargestarted_yourteam
459f0d895d game_announcement_projectmode17_overchargestarted_yourteam_chat
0ea30cafd2 game_announcement_projectmode17_victoryimminent_blue
7fd55d117e game_announcement_projectmode17_victoryimminent_enemyteam
4856bea5f1 game_announcement_projectmode17_victoryimminent_red
0ccfbe23fd game_announcement_projectmode17_victoryimminent_yourteam
58b242cc39 game_announcement_projectmode17_welcome
7c6b93ea47 game_announcement_replace_ally
001262c281 game_announcement_replace_aminion
416bd8ac1e game_announcement_replace_aturret
2d05909d82 game_announcement_replace_blue
2f244b0bac game_announcement_replace_blue_cap
4c5c6f261a game_announcement_replace_center
11cc9ba128 game_announcement_replace_enemy
46b2eb7abf game_announcement_replace_first
04cb604c8a game_announcement_replace_has
0620bda2bb game_announcement_replace_have
6cdc38dcea game_announcement_replace_hero
6da17475cb game_announcement_replace_left
661385a388 game_announcement_replace_minion
5e2afe271e game_announcement_replace_neutral
068f85b40e game_announcement_replace_neutral_cap
215ceb5b09 game_announcement_replace_purple
5c0024a0c5 game_announcement_replace_purple_cap
2d0d24d4b9 game_announcement_replace_red
2f14049d35 game_announcement_replace_red_cap
63cd9f00f6 game_announcement_replace_right
7bcc1ba60d game_announcement_replace_second
44b5dab8f9 game_announcement_replace_third
6116a2a316 game_announcement_replace_turret
7724f2f3ec game_announcement_replace_you
677c1c59b9 game_announcement_replace_yourally
763595d923 game_announcement_replace_yourenemy
7fdb234cad game_announcement_siegeattacking_blue
5135f1b081 game_announcement_siegeattacking_enemyteam
3b1478490a game_announcement_siegeattacking_red
02f066bde0 game_announcement_siegeattacking_yourteam
289b13838c game_announcement_siegedefending_blue
1e880d0054 game_announcement_siegedefending_enemyteam
0566b72cc7 game_announcement_siegedefending_red
407868aaa7 game_announcement_siegedefending_yourteam
7e6ab4db55 game_announcement_siegegeneratordestroyed
